Case #1: Impossible
31 37 542691
25 4 552032
47 38 612271
13 34 612412
43 32 615565
15 17 619615
32 12 624987
32 31 630002
37 43 646326
5 45 658735
42 5 687310
5 41 693346
43 47 710205
43 39 717953
18 13 766330
31 4 769455
19 4 770843
9 18 795286
6 37 881589
49 26 890831
4 20 919950
Case #211: 50
19 14 260271
1 9 283845
8 22 314594
28 8 324381
45 5 333069
24 11 360179
44 42 413803
42 4 472060
33 38 474098
34 4 493945
29 24 499461
32 28 546251
15 37 558986
11 25 567381
31 41 569419
16 34 573068
3 14 607599
33 3 615858
8 45 622513
30 22 631660
9 16 636169
21 26 639297
4 33 639777
46 17 654893
18 45 656121
46 28 685280
38 46 690370
41 36 697397
8 40 705823
5 46 720217
41 21 749228
9 20 767485
37 22 784429
5 9 796320
22 27 801796
28 44 804798
46 11 807371
23 45 821124
28 7 869999
19 30 904155
39 11 905150
23 19 917614
43 46 928018
20 45 935425
6 5 944666
45 3 947734
18 11 959402
5 37 959883
37 6 962062
13 17 994660
Case #212: Impossible
Case #213: 11
6 2 152246
5 2 163419
4 1 171419
3 6 195678
7 8 423016
4 6 471215
3 8 560556
4 3 586769
5 1 622201
1 7 634756
6 8 756234
Case #214: Impossible
Case #215: Impossible
Case #216: 73
35 8 3466
14 8 82750
35 14 86216
34 32 97350
29 14 144425
19 36 165264
5 1 178652
42 19 188245
21 34 192234
12 34 202867
8 29 227175
27 31 248909
38 18 271948
8 16 273861
4 27 290417
26 27 295022
39 8 297788
43 23 297865
5 2 301407
34 36 338110
39 29 352577
34 29 356036
10 12 359432
47 4 369220
37 15 385058
43 29 398482
42 38 404697
33 41 414673
2 20 414711
18 15 424138
36 18 429752
21 2 448194
4 23 458147
5 47 459552
31 9 470082
44 18 481481
19 20 492253
27 35 496501
12 31 521421
41 25 536053
12 25 549238
38 2 552921
20 16 554541
29 2 555248
3 41 568289
42 39 569125
42 25 576966
8 7 595905
10 31 609309
29 31 625030
17 8 647757
18 23 667354
18 26 678023
40 20 690579
26 15 700879
23 13 716469
21 40 724062
10 7 727241
10 18 733041
13 47 743210
34 18 755591
33 40 756819
16 9 759404
15 8 765052
29 15 781978
22 9 823081
40 39 853612
46 25 859961
15 39 866511
7 37 879065
21 46 907855
4 46 958714
31 7 974077
Case #217: 13
5 2 43093
1 9 177127
8 2 200246
8 3 221803
2 1 354761
6 3 485819
10 8 518580
1 10 545595
11 6 574609
7 9 640729
7 10 655914
2 6 735144
4 11 735409
Case #218: 22
9 2 150141
9 3 171619
14 6 187948
1 12 340325
5 12 354712
9 10 419380
2 5 421669
9 16 447178
3 15 510370
1 5 555486
14 12 581251
5 13 587777
16 14 593992
14 8 625072
15 9 681989
13 16 763427
17 2 764339
15 10 804954
15 8 823560
1 17 826710
10 11 848678
17 3 870895
Case #219: 145
18 11 3624
23 19 6837
24 9 14120
16 23 15894
19 5 37186
12 17 38914
25 17 42424
15 9 51267
5 16 59917
14 10 76023
11 1 79892
18 1 83516
17 6 85155
22 6 86205
11 24 95503
18 24 99127
26 16 107853
9 2 108697
18 9 113247
12 4 135380
20 23 135646
17 9 136677
19 24 139403
11 6 139810
6 18 143434
7 25 147921
11 15 160890
15 18 164514
19 2 164633
24 12 168376
20 24 169312
12 20 169475
6 10 171353
17 22 171360
10 1 173124
3 1 175115
1 24 175395
16 9 176254
24 5 176589
9 25 179101
20 5 179669
14 18 180617
18 23 182425
9 20 183432
19 6 183710
18 19 184132
2 11 190080
23 6 190547
7 6 190652
9 5 190709
4 24 191347
4 2 192945
14 16 194163
16 11 194695
5 13 196604
23 25 199797
1 23 204548
19 25 206634
13 18 206692
3 14 207702
20 17 208389
14 5 208618
22 12 210274
13 11 210316
15 23 211627
18 3 211858
3 17 212788
22 25 213784
1 20 214359
25 4 216718
14 12 217604
1 6 219702
6 3 219980
5 6 220896
1 5 222547
11 17 224965
11 22 226015
12 15 226858
26 20 227605
18 17 228589
2 25 229071
19 13 233790
24 7 234959
1 15 240782
4 21 241922
5 15 241976
3 12 251702
10 2 255713
13 16 256521
11 12 262224
12 16 265241
1 4 266044
11 25 267389
4 20 267680
22 19 269915
26 14 270228
11 26 270760
21 17 271493
26 13 272169
14 24 272496
16 4 276747
22 7 276857
12 23 281135
2 21 281555
6 26 282506
4 11 286850
4 18 290474
4 23 292641
15 7 293441
12 10 293627
9 8 294532
26 1 296507
10 25 297137
20 22 299824
6 21 300632
15 26 303586
13 24 305819
3 22 306185
2 7 310793
1 25 318215
22 4 321859
5 4 325799
7 16 331824
15 14 337883
7 23 347718
6 13 350126
21 13 350712
13 12 360321
8 16 360462
22 26 368711
15 13 371206
3 8 374001
8 23 376356
7 21 376990
7 1 381288
21 22 386837
10 4 407007
8 5 420379
13 8 430765
8 17 431209
22 13 436331
8 20 477964
4 13 495701
4 8 499999
8 7 536706
Case #220: Impossible
Case #221: 50
29 23 12942
46 49 215902
21 15 233247
44 32 276330
16 13 338909
37 17 358874
32 46 372895
8 29 429373
50 29 438537
25 11 442353
15 28 550079
19 17 556046
6 10 584360
29 1 641710
20 14 667316
12 29 670469
18 31 677305
36 10 677473
9 40 687620
6 14 704001
32 2 710808
47 7 728912
45 28 735730
40 1 739738
27 28 740092
15 37 741601
39 11 748927
37 5 761520
41 25 764245
46 22 775988
42 49 783397
7 16 786129
24 19 799775
3 41 807936
24 29 808226
6 21 821495
24 18 841339
48 46 862808
15 13 880204
16 36 883084
42 5 888093
22 39 911628
36 40 918101
6 29 921536
10 24 943594
28 5 953042
13 31 956106
37 21 974848
34 12 991885
15 10 993266
Case #222: 597
27 25 660
18 27 4241
18 25 4901
15 16 6035
35 25 6248
28 30 6605
6 16 9142
32 36 10573
29 41 12084
32 21 12520
13 25 13841
6 40 14125
13 27 14501
40 16 17053
18 13 18742
13 35 20089
16 30 22085
9 15 24958
12 31 25157
9 6 28065
15 30 28120
14 17 28594
28 16 28690
15 3 28798
29 27 28870
16 36 29005
16 9 30993
30 6 31227
3 6 31905
18 29 33111
29 35 34458
28 15 34725
15 36 35040
15 18 35979
17 36 36561
35 15 37326
25 40 37975
6 36 38147
17 21 38508
27 40 38635
30 40 39138
40 36 39522
32 16 39578
40 3 39816
15 27 40220
6 35 40433
10 34 40485
25 15 40880
41 27 40954
41 25 41614
41 13 41682
16 18 42014
40 18 42876
9 29 43302
35 16 43361
13 29 43371
25 6 43987
22 32 44162
40 35 44223
26 12 45387
15 32 45613
40 28 45743
16 27 46255
35 41 46542
16 25 46915
7 19 47557
3 27 47832
3 25 48492
1 38 49049
32 40 50095
36 30 51090
22 23 51637
40 13 51816
3 18 52073
16 21 52098
7 13 53090
28 18 53227
2 31 53316
9 3 53756
17 1 54408
32 14 54582
15 13 54721
30 25 54931
41 9 55386
27 30 55591
35 30 56521
30 3 56918
12 5 57067
27 26 57197
28 36 57695
33 36 57776
13 6 57828
30 18 57868
28 9 59683
9 36 59998
16 13 60756
8 10 61141
21 6 61240
11 38 61336
5 40 61349
18 26 61438
30 32 61663
35 9 62284
3 13 62333
21 40 62615
38 31 62731
26 35 62785
10 24 62976
18 4 63743
3 36 63838
22 19 63931
21 23 64043
34 23 65262
9 38 65320
10 2 65464
16 17 65566
25 9 65838
13 8 66026
22 34 66213
25 7 66931
38 40 67078
21 14 67102
4 21 67257
17 34 67801
15 29 68260
32 28 68268
17 22 70150
13 26 70378
26 31 70544
9 32 70571
18 36 71019
6 29 71367
38 7 71573
15 17 71601
1 30 71971
35 36 72366
15 5 72367
35 7 73179
10 7 74077
31 8 74238
29 16 74295
32 3 74411
17 6 74708
36 27 75260
40 24 75348
5 6 75474
29 3 76702
29 28 77856
15 38 78096
16 5 78402
1 28 78576
41 40 79589
14 10 79692
32 4 79777
8 25 79867
15 41 80344
21 28 80788
21 33 80869
6 38 81203
1 16 81211
32 18 81592
18 5 81719
33 31 82185
5 31 82224
41 30 82772
32 35 82939
21 9 83091
27 2 83413
41 6 83451
10 21 83542
2 25 84073
30 29 84461
38 8 84509
27 22 84588
18 8 84768
22 25 85248
32 27 85833
8 23 85918
5 27 85960
29 26 86067
35 8 86115
1 40 86194
15 24 86366
32 25 86493
25 5 86620
8 9 86910
21 3 86931
23 36 87136
7 31 87174
28 7 87575
31 6 87627
30 17 87651
18 2 87654
12 38 87888
8 22 88001
2 35 89001
24 6 89473
13 36 89761
15 22 89775
24 22 89836
9 10 89877
36 4 90350
15 31 90734
36 1 90969
5 7 90980
21 2 91180
19 40 91854
22 2 92324
24 16 92401
20 25 92718
22 6 92882
27 31 93846
23 31 94003
7 30 94180
17 28 94256
17 33 94337
26 40 94512
41 7 94772
18 20 96299
7 29 96461
9 17 96559
6 23 96675
16 31 96769
29 4 96854
17 10 97010
32 2 97218
5 9 97325
15 26 97417
26 41 98151
39 41 98259
27 21 98353
23 7 98854
25 21 99013
13 22 99089
8 12 99395
7 9 99846
1 9 100134
15 14 100195
13 32 100334
17 3 100399
13 5 100461
30 5 100487
28 8 100511
6 26 100524
3 1 100641
13 19 100647
7 22 100937
3 5 101165
31 40 101752
25 12 101924
23 17 102551
27 12 102584
6 4 102829
14 6 103302
16 26 103452
38 17 103457
24 34 103461
16 19 104334
14 23 104469
23 40 104586
14 40 104677
26 28 104863
40 7 104906
3 26 105029
25 38 105053
4 16 105757
17 4 105765
34 2 105949
6 19 105979
38 30 106216
34 21 106309
38 36 106600
3 38 106894
31 13 107027
12 9 107380
17 18 107580
41 8 107708
15 7 107811
32 19 108093
31 19 108859
30 33 108866
8 29 109397
18 38 109954
39 29 110343
1 11 110385
16 10 110600
7 6 110918
1 18 111155
38 35 111301
24 9 111324
5 32 111444
27 10 111448
30 26 111468
1 31 111780
8 15 111868
27 33 112282
12 7 112331
22 28 112430
17 25 112481
35 1 112502
22 33 112511
19 5 112665
8 3 112747
12 6 112784
21 13 112854
25 24 113323
29 22 113458
7 16 113846
32 29 113873
25 19 114488
7 34 114562
9 23 114654
22 9 114733
10 15 114835
36 24 114870
35 14 115085
27 19 115148
3 24 115164
1 27 115396
28 33 115471
19 23 115568
16 2 115650
10 18 115689
31 9 115692
4 3 115816
38 2 116047
1 25 116056
30 14 116245
18 14 116432
18 33 116523
28 4 116970
10 35 117036
32 38 117173
11 7 117212
9 33 117774
40 8 117842
33 35 117870
8 16 117903
6 10 117942
19 24 118308
36 19 118666
10 31 118780
4 30 118917
23 12 119160
18 19 119389
24 35 119571
27 14 120673
35 19 120736
20 29 120928
40 10 121117
25 14 121333
19 9 121531
33 3 121614
23 30 121688
12 16 121926
40 2 122048
34 1 122209
23 3 122366
9 26 122375
29 31 122716
14 28 122850
33 14 122931
26 7 123468
15 37 123495
4 22 123939
5 21 123964
23 27 124100
24 8 124117
1 22 124558
9 4 124680
25 23 124760
6 2 124792
14 9 125153
4 26 125181
24 32 125443
31 28 125459
22 41 125542
19 30 126419
37 6 126602
8 2 126605
9 11 126656
33 13 126783
41 5 126914
28 23 128293
18 23 128341
11 40 128414
16 37 129530
23 35 129688
21 38 129693
24 37 129975
34 16 130265
9 34 130362
29 12 131454
38 14 132051
32 8 132163
28 2 132399
26 36 132457
41 20 133012
10 29 133179
26 38 133275
1 8 133558
12 19 134016
17 19 134081
4 14 134359
14 26 134522
41 31 134800
34 33 134818
20 6 135385
39 10 135987
34 15 136300
8 26 136404
12 1 136937
24 7 137053
17 5 137432
2 30 137735
24 21 137963
41 21 138477
13 23 138601
5 10 139185
27 39 139213
28 10 139290
6 34 139407
11 15 139432
7 2 139541
39 25 139873
3 20 139890
13 39 139941
8 14 140833
20 28 141044
29 33 141152
22 26 141785
41 19 142329
38 24 142426
11 6 142539
24 14 142668
36 8 142736
36 7 142851
24 29 142853
26 32 143030
1 29 143436
18 39 143454
3 10 143633
40 34 143884
10 12 143937
19 29 144018
31 21 144496
39 35 144801
38 33 144916
32 7 145099
2 14 145156
16 11 145467
22 31 145640
10 38 145650
2 9 146643
30 20 147649
4 33 148126
9 37 148453
20 26 149255
12 28 150250
10 4 150799
27 34 150801
12 36 150931
4 2 151397
10 1 151418
1 41 151476
41 17 151945
3 37 152293
30 34 152350
26 33 152729
29 23 152970
41 33 153236
7 14 153769
35 34 154292
39 28 154688
18 34 155042
33 8 155474
21 26 155550
22 5 155606
19 2 156255
38 23 156734
1 23 156959
20 9 157236
33 24 157309
7 21 157619
8 17 158151
37 28 158220
37 36 158535
28 34 158955
39 15 159377
18 37 159474
7 20 159649
39 23 160764
37 35 160821
32 12 161504
1 24 161542
14 41 161627
4 31 161830
31 17 162335
19 14 162675
22 39 162847
26 17 163116
27 37 163715
23 5 163962
37 25 164375
23 26 164547
3 34 165098
34 13 165302
16 39 165412
14 5 166026
11 25 166389
20 36 167318
36 11 167936
19 1 168179
11 3 168230
33 7 168410
10 26 168645
37 32 169108
12 21 169653
26 24 169860
11 13 170302
4 12 170568
26 19 171025
7 17 171087
38 34 171258
18 11 171290
20 8 172585
26 1 172593
35 11 172637
4 34 173566
29 34 173664
38 4 173697
34 26 173729
28 11 174157
2 20 175471
19 33 176442
34 39 176472
20 22 176646
37 13 178216
32 11 178509
5 34 179670
14 12 179909
21 37 181628
11 41 182042
20 12 182814
4 19 183132
12 34 184422
34 41 185748
20 31 185904
39 3 187045
39 36 187881
5 11 189763
20 21 190411
14 31 190929
11 21 191029
19 39 191319
37 29 191755
10 37 192951
39 7 193031
12 24 193764
11 26 194611
5 37 195862
39 26 196410
39 8 197128
38 20 197771
32 39 198454
1 37 198671
37 38 201591
20 10 203506
11 24 203762
41 37 203839
20 24 206041
19 20 207206
5 39 209708
39 21 210974
14 20 212731
37 22 213270
14 39 215679
11 23 216066
20 23 216158
33 37 216311
23 37 217063
22 11 218149
1 39 220054
8 37 220769
37 26 220912
4 37 223217
14 37 223690
33 39 230320
20 39 231271
37 7 231306
11 34 231774
11 39 233335
4 11 235033
37 12 239386
2 37 245180
20 11 259107
11 37 262927
Case #223: 912
43 16 5928
10 11 6499
37 27 7418
25 23 8546
9 4 9008
18 15 11532
35 10 13082
2 43 13761
37 22 13806
38 17 16491
32 22 16719
11 35 19581
2 16 19689
16 23 20023
39 37 20290
27 22 21224
3 47 21803
43 22 22238
12 18 22571
43 7 23076
26 18 23491
2 42 23511
34 4 24566
23 43 25951
27 39 27708
46 11 28302
25 16 28569
25 12 28934
16 7 29004
32 10 29955
3 15 30364
37 32 30525
47 6 31499
13 11 31518
11 40 32630
24 2 33973
33 4 34019
15 12 34103
43 25 34497
30 24 34719
46 10 34801
26 15 35023
3 4 35834
24 29 35979
22 2 35999
43 37 36044
31 10 36193
8 27 36251
2 7 36837
35 38 36949
20 21 37058
20 16 37194
23 12 37480
32 27 37943
13 10 38017
10 40 39129
5 14 39476
2 23 39712
6 15 40060
22 11 40175
3 11 41375
3 18 41896
37 16 41972
25 36 42216
10 25 42553
22 8 42639
31 11 42692
9 33 43027
32 35 43037
43 20 43122
16 42 43200
27 43 43462
42 8 44517
9 3 44842
16 32 44885
22 7 45314
14 27 45435
26 12 46062
22 10 46674
9 20 46795
43 24 47734
20 47 48026
22 23 48189
25 2 48258
7 23 49027
25 11 49052
39 8 49123
35 31 49275
32 14 49639
2 37 49805
38 10 50031
23 36 50762
32 39 50815
6 11 51071
10 23 51099
13 35 51099
27 6 51375
25 18 51505
6 18 51592
32 46 51758
24 32 52372
2 14 52607
2 32 52718
14 37 52853
16 21 53502
16 24 53662
11 37 53981
11 8 54298
4 8 54455
6 9 54538
13 32 54974
25 35 55635
47 13 56279
39 43 56334
11 38 56530
22 25 56735
20 2 56883
33 31 57194
23 20 57217
27 2 57223
24 42 57484
12 16 57503
11 23 57598
4 47 57637
33 34 58585
33 37 58783
37 6 58793
37 7 59120
8 32 59358
43 21 59430
23 14 59432
17 19 59570
22 35 59756
36 7 59761
23 18 60051
24 10 60303
10 37 60480
8 10 60797
46 40 60932
35 3 60956
11 27 61399
8 47 61762
4 1 61808
23 37 61995
32 7 62033
12 32 62070
16 39 62262
34 20 62353
14 15 62445
41 42 62720
25 15 63037
4 15 63075
47 11 63178
42 23 63223
43 12 63431
9 8 63463
47 18 63699
40 13 64148
35 23 64181
12 3 64467
3 32 64831
8 43 64877
32 23 64908
26 3 65387
1 11 65760
25 20 65763
31 32 66148
20 7 66198
33 27 66201
14 22 66358
43 14 66368
17 10 66522
47 9 66645
24 11 66802
6 20 66911
27 41 67917
22 5 67954
2 8 68028
3 37 68489
2 30 68692
20 5 68808
10 43 68912
24 22 69091
23 27 69413
47 10 69677
20 3 69829
33 3 69853
29 2 69952
2 39 70095
6 34 70096
25 37 70541
35 6 70652
29 30 70698
8 16 70805
7 24 70810
27 31 70981
46 31 70994
16 10 71122
36 12 71150
3 39 71294
12 10 71487
13 22 71693
15 11 71739
42 25 71769
9 15 72083
10 1 72259
14 16 72296
33 22 72589
22 6 72599
40 22 72805
13 3 72893
17 11 73021
11 14 73095
27 4 73099
14 39 73143
2 21 73191
42 37 73316
35 24 73385
21 23 73525
35 37 73562
23 24 73685
29 32 73743
18 14 73977
3 40 74005
6 12 74163
13 31 74210
11 39 74271
22 41 74305
32 6 74527
4 18 74607
26 25 74996
6 26 75083
31 40 75322
42 14 76118
11 2 76174
42 32 76229
21 37 76335
36 43 76713
27 21 76862
2 12 77192
4 11 77209
11 20 77231
46 25 77354
25 27 77959
12 11 77986
10 15 78238
31 37 78399
31 25 78746
22 12 78789
8 34 79021
33 39 79073
39 6 79083
20 37 79166
44 40 79181
46 6 79373
7 39 79410
16 45 79411
6 33 79549
14 10 79594
12 19 79778
14 12 79820
32 38 79986
9 21 80076
23 5 80204
28 2 80305
20 42 80394
4 37 80517
42 27 80734
10 39 80770
39 41 80789
35 27 80980
3 22 81550
21 22 81668
40 25 81682
14 8 81686
37 5 81760
43 35 81994
20 32 82079
9 27 82107
34 47 82203
24 25 82231
46 37 82283
43 30 82453
6 13 82589
46 8 82600
2 10 82673
22 31 82867
27 47 82874
37 24 82897
45 42 83233
23 26 83542
8 3 83565
18 9 83615
6 40 83701
20 10 83730
16 9 83989
35 16 84204
35 12 84569
32 18 84641
5 32 84673
36 10 84769
46 38 84832
5 27 84911
21 47 85084
29 26 85119
47 16 85220
16 5 85252
1 35 85341
11 7 85489
13 37 85499
34 29 85678
8 13 85816
46 23 85900
18 43 86002
11 9 86217
31 38 86224
2 41 86231
12 47 86270
1 34 86374
7 12 86507
27 30 86555
14 24 86580
27 20 86584
40 37 86611
47 32 86634
8 40 86928
47 26 87190
23 31 87292
8 33 87616
8 6 87626
34 15 87641
39 5 87795
7 8 87953
38 13 88048
16 30 88381
15 37 88398
44 23 88545
5 25 88750
4 21 89084
13 23 89116
38 40 89160
1 32 89216
33 32 89308
8 41 89332
14 7 89444
9 37 89525
27 46 89701
18 10 89770
20 33 89822
43 9 89917
43 5 90192
40 23 90228
47 37 90292
24 27 90315
25 3 90427
22 29 90462
2 36 90474
46 43 90715
25 44 90748
23 8 90828
39 25 90831
32 41 91024
47 43 91148
31 4 91213
36 11 91268
15 35 91320
27 15 91435
46 47 91480
15 16 91606
47 33 91656
7 10 91988
18 13 92073
2 5 92083
30 42 92203
25 38 92584
37 12 92595
35 14 92676
10 9 92716
3 14 92809
27 13 92917
4 16 92997
39 47 93097
14 36 93102
39 20 93103
33 10 93387
42 29 93463
42 39 93606
45 24 93695
36 18 93721
39 35 93852
43 13 93931
37 30 93973
12 34 94020
40 27 94029
1 46 94062
28 43 94066
30 9 94662
20 12 94697
43 33 94827
29 28 94868
40 4 94938
30 10 95022
32 15 95195
21 34 95634
45 22 95721
35 2 95755
40 47 95808
1 33 95827
29 10 96282
32 17 96477
31 24 96496
41 43 96543
45 7 96559
16 46 96643
22 38 96705
6 14 96810
20 35 96812
15 33 97094
12 4 97178
11 29 97199
1 13 97278
3 19 97426
26 14 97468
15 43 97534
1 3 97642
27 34 97665
36 35 97851
38 3 97905
4 26 98098
13 24 98320
21 32 98387
34 2 98529
31 39 98689
11 42 98815
43 4 98925
36 22 98951
4 42 98972
3 23 98973
21 18 99051
34 23 99141
34 18 99173
8 25 99374
40 24 99432
45 23 99434
16 34 99547
13 16 99859
33 11 99886
18 37 99930
16 28 99994
12 27 100013
46 15 100041
11 26 100100
6 25 100123
31 9 100221
9 41 100526
32 4 100665
33 16 100755
6 16 100765
4 39 100807
40 16 100971
38 23 101130
9 29 101236
17 46 101323
14 46 101397
15 39 101658
11 34 101775
5 15 101921
24 8 102001
44 29 102253
18 19 102349
41 16 102471
46 39 102573
17 31 102715
35 18 102852
27 18 102967
39 24 103187
22 47 103353
26 16 103565
30 22 103810
21 6 103969
29 37 104268
20 13 104305
40 15 104369
2 46 104476
14 13 104613
2 47 104909
7 35 105070
37 34 105083
5 42 105086
43 31 105105
21 8 105168
23 47 105243
15 36 105253
42 10 105314
43 34 105475
4 46 105511
30 7 105529
46 20 105533
17 40 105651
40 14 105725
39 13 105789
35 9 105798
31 47 105870
22 1 105935
12 9 106186
47 42 106279
46 12 106288
35 33 106469
26 10 106599
29 7 106789
3 21 106887
39 40 106901
16 3 107023
6 19 107122
24 21 107164
26 5 107310
6 38 107601
12 31 107680
34 25 107687
13 2 107692
36 20 107979
45 25 107980
8 20 107999
35 30 108104
32 26 108132
10 34 108274
20 14 108284
1 31 108452
45 37 108540
16 44 108568
2 33 108588
18 29 108610
6 23 108669
19 25 108712
13 4 108727
25 17 109075
29 35 109364
26 43 109493
13 12 109504
4 41 109534
32 9 109673
39 9 109815
40 20 109861
4 29 110244
38 24 110334
37 38 110511
21 15 110583
40 12 110616
8 38 110828
12 21 111005
1 25 111160
24 12 111165
36 33 111257
28 32 111261
2 15 111295
46 18 111573
14 33 111636
20 18 111725
11 44 111811
47 25 112230
44 1 112311
14 45 112329
45 32 112440
25 9 112558
4 2 112686
36 37 112757
7 9 112993
35 19 113010
4 23 113020
18 39 113190
17 22 113196
5 7 113268
41 14 113352
5 18 113453
46 7 113791
34 24 113823
19 15 113881
15 8 113929
42 36 113985
28 37 114058
47 7 114224
30 39 114263
11 21 114289
3 17 114396
31 15 114431
41 11 114480
44 43 114496
9 46 114519
14 47 114612
5 10 114628
32 36 114724
9 24 115764
34 31 115779
31 14 115787
27 45 115958
34 41 116084
8 1 116263
47 5 116834
25 30 116950
13 7 117007
28 7 117142
19 23 117258
3 2 117549
1 20 117611
12 5 117684
9 13 117735
24 6 117873
33 7 117903
7 6 117913
25 29 118210
10 44 118310
35 42 118396
14 4 118534
39 26 118582
2 31 118866
34 22 118889
43 38 118943
10 28 119192
19 47 119229
41 33 119282
41 6 119292
47 1 119445
46 36 119570
41 7 119619
12 44 119682
1 23 119706
38 47 119708
1 37 119741
20 31 119923
23 28 120017
36 27 120175
41 24 120204
15 7 120610
23 33 120778
21 10 120788
4 5 120834
36 31 120962
10 41 120979
24 26 121098
16 38 121153
30 14 121299
34 35 121356
12 8 121428
28 27 121476
12 38 121518
4 25 121566
7 4 122001
42 34 122040
38 1 122290
41 23 122494
29 14 122559
26 34 122664
36 13 122786
2 26 123254
42 18 123274
24 36 124447
39 29 124558
16 19 124738
4 24 124772
1 15 124883
32 34 125231
39 34 125373
18 8 125461
29 46 125501
30 20 125575
26 19 125840
31 18 125963
24 5 126056
10 19 126092
17 24 126825
20 29 126835
7 3 126864
17 37 127002
46 42 127117
26 8 127125
27 1 127159
17 8 127319
5 34 127384
9 14 127542
35 5 127710
45 8 127750
3 42 128082
1 43 128173
7 31 128181
46 33 128188
44 2 128257
15 38 128269
26 46 128402
45 30 128414
34 7 128551
28 25 128563
7 1 128705
29 13 128717
39 45 128830
38 28 128924
40 33 128957
41 3 128988
30 18 129314
33 25 129324
38 14 129625
29 45 129674
30 46 129823
40 29 129829
47 24 129980
34 46 130077
13 42 130333
39 38 130801
25 41 131040
12 29 131181
33 12 131197
30 31 131215
35 44 131392
33 13 131404
42 33 132099
42 6 132109
26 33 132117
28 35 132274
5 3 132285
31 29 132475
24 1 132562
7 26 132569
19 11 132591
3 36 132643
2 38 132704
40 26 132730
45 21 132913
36 44 132964
